tbch;normalized;name;hash;flag
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Information Control Systems, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;-8,17E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Information Technology Security, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;9, 01E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;V. V. Popovskyy Department of Infocommunication Engineering, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;3, 41E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Systems Engineering, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;-7,70E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Media Systems and Technologies, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;-4,28E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Information and Network Engineering, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;6, 48E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Information Technology Security, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;7, 38E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Electronic Computers, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, 61166, Ukraine;5, 16E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Сomputer Intelligent Technologies and Systems, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkіv, 61166, Ukraine;-6,68E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Electronic Computers, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkіv, 61166, Ukraine;-1,14E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Economic Cybernetics, Kharkiv National University of Radio Electronics, Nauky Avenue 14, Kharkiv, 61166, Ukraine;1, 48E+17;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Biomedical Engineering, Kharkiv National University of Radio Electronics, Nauky Avenue 14, Kharkiv, 61166, Ukraine;1, 99E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Telecommunication Networks, Kharkiv National University of Radio Electronics, Ukraine;-9,01E+17;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Informatics, Kharkiv National University of Radio Electronics, Ukraine;3, 47E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Computer-Integrated Technologies Automation and Mechatronics, Kharkiv National University of Radio Electronics, Ukraine;7, 60E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Media Engineering and Information Electronic Systems, Kharkiv National University of Radio Electronics, Ukraine;6, 37E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Biomedical Engineering, Kharkiv National University of Radio Electronics, Ukraine;-8,15E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Media Systems and Technology, Kharkiv National University of Radio Electronics, Ukraine;2, 08E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Electronic Computers, Kharkiv National University of Radio Electronics, Ukraine;-1,21E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of Artificial Intelligence, Kharkiv National University of Radio Electronics, Ukraine;-2,41E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Department of media systems and technologies, Kharkiv National University of Radio Electronics, Ukraine;-5,85E+18;changed 1st dep by 2nd uni
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Kharkiv, 61166, Lenina Ave, 14, Ukraine;6, 70E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Depatment of Artificial Intelligence, Kharkiv National University of Radio Electronics, Kharkiv, 61166, Ukraine;-5,28E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Kharkiv, 61166, Ukraine;-3,76E+17;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Dept. of Applying mathematics, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;-4,01E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Dept. of Artificial Intelligence, Kharkiv National University of Radio Electronics, 14 Nauky ave., Kharkiv, 61166, Ukraine;-9,37E+17;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Dept. of Artificial Intelligence, Kharkiv National University of Radio Electronics, Kharkiv, 61166, Lenina av. 14, 255, Ukraine;5, 29E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Dept. of Artificial Intelligence, National University of Radio Electronics, Nauky av. 14, Kharkiv, 61166, Ukraine;-3,26E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Dept. of Artificial Intelligence, National University of Radio Electronics, Nauky av. 14, Kharkiv, Kharkiv, 61166, Ukraine;-3,81E+17;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control System Research Laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;6, 40E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory Kharkiv National University of Radio Electronics, 14 Lenin Ave., Kharkiv, 61166, Ukraine;-7,36E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory Kharkiv, National University of Radioelectronics, Kharkiv, Ukraine;6, 09E+16;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National Unive. of Radio Electronics, Nauky ave., 14, Kharkiv, Ukraine;4, 30E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, 14 Nauka Ave, Kharkiv, 61166, Ukraine;-5,38E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, 14 Nauky Ave, Kharkiv, 61166, Ukraine;5, 86E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine;-3,07E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, 14 Nauky ave., Kharkiv, 61166, Ukraine;-3,49E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, Ukraine;8, 77E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, 14 Nauky Avenue, Kharkiv, 61166, Ukraine;-4,34E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, Kharkiv, 61166, Ukraine;1, 43E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;-2,66E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control systems research laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;-4,79E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, Lenina av. 14, Kharkiv, Ukraine;-1,55E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radio Electronics, Nauky ave., 14, Kharkiv, Ukraine;8, 02E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radioelectronics, Kharkiv, 61166, Ukraine;-3,93E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv National University of Radioelectronics, Kharkiv, Ukraine;-6,34E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, Kharkiv, National University of Radio, Electronics, Kharkiv, Ukraine;-7,24E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, National University of Radio Electronics, Nauky av. 14, Kharkiv, 61166, Ukraine;5, 80E+17;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Control Systems Research Laboratory, National University of Radio Electronics, Nauky av. 14, Kharkiv, Kharkiv, 61166, Ukraine;3, 91E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Applied Math Dept, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;9, 34E+17;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Artifical Intelligence Departement, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;5, 47E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;-7,37E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Science Library, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine;5, 59E+18;first neither uni nor dep
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Kharkov, 61166, Lenin ave., 14, Ukraine;6, 75E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Kharkov, 61166, Lenins av., 14, Ukraine;4, 75E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Kharkov, Ukraine;-2,24E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Lenin Avenue 14, Kharkiv, 61166, Ukraine;-8,43E+17;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Leniva av. 14, Kharkiv, 61166, Ukraine;-3,07E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Leniva av., 14, Kharkiv, 61166, Ukraine;-7,34E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauka Ave, 14, Kharkov, Ukraine;4, 76E+17;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauka Ave., 14, Kharkiv, 61166, Ukraine;-4,24E+17;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauka Avenue 14, Kharkiv, 61166, Ukraine;-5,03E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauki ave., 14, Kharkiv, 61166, Ukraine;6, 83E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61000, Ukraine;-8,27E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61166, Ukraine;8, 08E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauky av. 14, Kharkiv, 61166, Ukraine;8, 65E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauky av., 14, Kharkiv, 61166, Ukraine;-5,51E+18;originally correct
;Kharkiv National University of Radio Electronic, Kharkiv, Ukraine;Kharkiv National University of Radio Electronics, Nauky Ave 14, Kharkiv, 61166, Ukraine;-7,65E+18;originally correct
